site,group,space,trial,objective,test_mse_median,hash,learning_rate,hidden_dim,num_layers,out_channels,dropout,use_mixup,use_mixup_phys,use_mixup_temporal,use_jitter,sigma_mixup,sigma_phys,sigma_temporal,sigma_jitter,augmentation_factor
213,h_hebo_aug,small,1,0.5904499888420105,0.5407291054725647,ab19eaa60e85aa6c,0.2107992321252823,224,2,240,0.532956063747406,True,False,True,False,0.090444,0.235802,0.344641,0.486261,1.5748
213,h_hebo_aug,small,2,0.3572309911251068,0.3820689916610718,a62c002d6fa38cce,0.35281553864479065,48,1,96,0.1996871829032898,False,True,False,True,0.37739,0.280556,0.240737,0.180316,2.6253
213,h_hebo_aug,small,3,0.8523585200309753,0.7406860589981079,890fcf52da6a8c86,0.47184887528419495,176,3,160,0.2832355499267578,False,False,False,True,0.414773,0.485235,0.100653,0.352679,2.1157
213,h_hebo_aug,small,4,0.5766164660453796,0.530821681022644,6f31b367248bc710,0.0915064886212349,112,2,64,0.6494047045707703,True,True,True,False,0.145055,0.01176,0.486645,0.046614,2.4717
213,h_hebo_aug,small,5,0.0750974640250206,0.10565707832574844,6ab991f24167e3b2,0.015339430421590805,144,1,16,0.7786136269569397,True,False,False,True,0.289736,0.39031,0.406763,0.255103,2.9996
213,h_hebo_aug,small,6,0.5900445580482483,0.5395948886871338,2077142d52f1b282,0.4230327308177948,96,2,176,0.33834969997406006,False,True,True,False,0.02498,0.128814,0.057977,0.071523,1.7996
213,h_hebo_aug,small,7,0.7386966943740845,0.6757637858390808,38d24f9be260f483,0.3078826665878296,240,2,112,0.02814195491373539,False,False,True,False,0.215492,0.153556,0.160735,0.400169,2.4037
213,h_hebo_aug,small,8,0.5762822031974792,0.5301992893218994,bdfcf63830cb870f,0.13071836531162262,64,3,208,0.4888305366039276,True,True,False,True,0.49747,0.353831,0.302083,0.21671,2.0095
213,h_hebo_aug,small,9,0.5893948078155518,0.5376404523849487,ace1a5c578153215,0.18602751195430756,192,2,192,0.1327553689479828,True,False,False,True,0.18199,0.317485,0.366689,0.108984,2.3318
213,h_hebo_aug,small,10,0.5907050371170044,0.5511831641197205,6907f8ef4336e52d,0.25086647272109985,128,3,48,0.59715336561203,False,True,True,False,0.400809,0.178493,0.216744,0.292563,1.8822
