site,group,space,trial,objective,test_mse_median,hash,learning_rate,hidden_dim,num_layers,out_channels,dropout,use_mixup,use_mixup_phys,use_mixup_temporal,use_jitter,sigma_mixup,sigma_phys,sigma_temporal,sigma_jitter,augmentation_factor
212,f_random_aug,small,1,0.07534590363502502,0.10534979403018951,85fd84d6d0d10a10,0.010107583689473327,16,3,144,0.195913483042781,True,True,False,False,0.299341,0.025574,0.055911,0.124004,2.403
212,f_random_aug,small,2,0.05794037505984306,0.07640810310840607,a6ba324c01695a20,0.004337841864662163,224,1,240,0.471412547100727,False,True,False,False,0.176723,0.086185,0.479034,0.174931,1.6391
212,f_random_aug,small,3,0.4235105514526367,0.4264797568321228,429fdc7c46835d31,2.847523741045806e-05,192,3,144,0.6457026186195042,False,False,False,True,0.2805,0.416408,0.313075,0.432236,2.366
212,f_random_aug,small,4,0.07745272666215897,0.10802269726991653,09b6df6992b68a48,0.02045323104455314,32,3,128,0.6184546726309536,False,False,False,True,0.232171,0.418714,0.089701,0.184083,2.5053
212,f_random_aug,small,5,0.07109919935464859,0.10622766613960266,d77c35c999c7c1df,0.019853295254300525,48,3,96,0.4273119016237664,True,True,True,False,0.347199,0.117611,0.168899,0.386474,1.5839
212,f_random_aug,small,6,0.27229395508766174,0.286411851644516,8712d95126411710,0.07271528970361896,176,2,144,0.052950884169237794,False,False,False,True,0.254623,0.443495,0.324997,0.080007,1.7094
212,f_random_aug,small,7,0.10982762277126312,0.12619608640670776,3883ccaa9de3abbb,0.03167239320296542,144,3,224,0.7182583068819817,True,True,False,False,0.054546,0.033087,0.063728,0.317449,2.6881
212,f_random_aug,small,8,0.0508260577917099,0.07344172149896622,bbd2e010d2bd4053,0.0009632012134074493,48,2,208,0.4767107426889025,True,True,False,False,0.343339,0.06613,0.443546,0.37793,2.6529
212,f_random_aug,small,9,0.07294914871454239,0.100489541888237,45e870b42c563b61,0.0003967110924678729,160,2,96,0.3629789650633652,False,False,True,False,0.097539,0.457188,0.436554,0.156238,2.4584
212,f_random_aug,small,10,0.06333423405885696,0.0927155464887619,00756e950b9438d5,0.007269972316168648,80,2,96,0.43150322409570063,False,False,True,True,0.019544,0.465258,0.440574,0.417516,1.9613
